"指标名称","肿瘤类型","年","国家的名字","区域","性别","区域","数字","置信下限","置信上限","评论",
"因非传染性疾病过早死亡的概率","","2019","加纳","非洲区域","男性","","24.25252","15.13515","35.12368","",
"因非传染性疾病过早死亡的概率","","2019","加纳","非洲区域","女性","","20.79709","13.20748","29.93306","",
"因非传染性疾病过早死亡的概率","","2019","加蓬","非洲区域","总计","","21.33054","12.66556","32.02001","",
"因非传染性疾病过早死亡的概率","","2019","加蓬","非洲区域","男性","","26.04806","16.05071","37.82893","",
"因非传染性疾病过早死亡的概率","","2019","加蓬","非洲区域","女性","","16.58929","9.33877","26.01692","",
"因非传染性疾病过早死亡的概率","","2019","柬埔寨","西太平洋区域","总计","","22.5075","14.37139","32.45142","",
"因非传染性疾病过早死亡的概率","","2019","柬埔寨","西太平洋区域","男性","","27.49423","17.98465","38.64824","",
"因非传染性疾病过早死亡的概率","","2019","柬埔寨","西太平洋区域","女性","","18.81115","11.75274","27.73237","",
"因非传染性疾病过早死亡的概率","","2019","捷克","欧洲区域","总计","","14.25335","10.53427","18.5917","",
"因非传染性疾病过早死亡的概率","","2019","捷克","欧洲区域","男性","","18.83027","14.12744","24.23028","",
"因非传染性疾病过早死亡的概率","","2019","捷克","欧洲区域","女性","","9.8088","7.0963","13.02109","",
"因非传染性疾病过早死亡的概率","","2019","津巴布韦","非洲区域","总计","","28.3875","17.81109","41.05128","",
"因非传染性疾病过早死亡的概率","","2019","津巴布韦","非洲区域","男性","","30.25421","19.72155","42.99831","",
"因非传染性疾病过早死亡的概率","","2019","津巴布韦","非洲区域","女性","","27.14721","16.51003","39.7598","",
"因非传染性疾病过早死亡的概率","","2019","喀麦隆","非洲区域","总计","","23.91907","14.21807","36.09645","",
"因非传染性疾病过早死亡的概率","","2019","喀麦隆","非洲区域","男性","","25.68502","15.45823","38.49551","",
"因非传染性疾病过早死亡的概率","","2019","喀麦隆","非洲区域","女性","","22.32152","13.1008","33.89796","",
"因非传染性疾病过早死亡的概率","","2019","卡塔尔","东地中海区域","总计","","10.74122","6.82144","15.96871","",
"因非传染性疾病过早死亡的概率","","2019","卡塔尔","东地中海区域","男性","","10.07819","6.29727","15.17663","",
"因非传染性疾病过早死亡的概率","","2019","卡塔尔","东地中海区域","女性","","13.2379","8.80034","18.94007","",
"因非传染性疾病过早死亡的概率","","2019","科摩罗","非洲区域","总计","","20.62296","12.1116","31.53365","",
"因非传染性疾病过早死亡的概率","","2019","科摩罗","非洲区域","男性","","20.71358","12.03856","32.22825","",
"因非传染性疾病过早死亡的概率","","2019","科摩罗","非洲区域","女性","","20.57235","12.2049","30.91868","",
"因非传染性疾病过早死亡的概率","","2019","科特迪瓦","非洲区域","总计","","21.71013","13.20398","32.00408","",
"因非传染性疾病过早死亡的概率","","2019","科特迪瓦","非洲区域","男性","","23.6246","14.38779","34.56532","",
"因非传染性疾病过早死亡的概率","","2019","科特迪瓦","非洲区域","女性","","19.47103","11.83313","28.9712","",
"因非传染性疾病过早死亡的概率","","2019","科威特","东地中海区域","总计","","11.89492","8.67594","15.98072","",
"因非传染性疾病过早死亡的概率","","2019","科威特","东地中海区域","男性","","13.76287","10.20589","18.20963","",
"因非传染性疾病过早死亡的概率","","2019","科威特","东地中海区域","女性","","8.03239","5.53566","11.32975","",
"因非传染性疾病过早死亡的概率","","2019","克罗地亚","欧洲区域","总计","","16.07339","11.50645","21.62711","",
"因非传染性疾病过早死亡的概率","","2019","克罗地亚","欧洲区域","男性","","21.79666","15.83968","28.82581","",
"因非传染性疾病过早死亡的概率","","2019","克罗地亚","欧洲区域","女性","","10.51811","7.38144","14.46663","",
"因非传染性疾病过早死亡的概率","","2019","肯尼亚","非洲区域","总计","","20.99061","14.57201","29.28194","",
"因非传染性疾病过早死亡的概率","","2019","肯尼亚","非洲区域","男性","","22.68581","16.30502","30.55101","",
"因非传染性疾病过早死亡的概率","","2019","肯尼亚","非洲区域","女性","","19.60495","13.1277","28.30711","",
"因非传染性疾病过早死亡的概率","","2019","拉脱维亚","欧洲区域","总计","","21.6358","15.27382","29.07068","",
"因非传染性疾病过早死亡的概率","","2019","拉脱维亚","欧洲区域","男性","","31.22429","22.70987","40.45797","",
"因非传染性疾病过早死亡的概率","","2019","拉脱维亚","欧洲区域","女性","","13.51348","9.18997","19.04064","",
"因非传染性疾病过早死亡的概率","","2019","莱索托","非洲区域","总计","","42.73358","25.58415","60.69545","",
"因非传染性疾病过早死亡的概率","","2019","莱索托","非洲区域","男性","","49.35137","32.01007","66.72839","",
"因非传染性疾病过早死亡的概率","","2019","莱索托","非洲区域","女性","","37.47267","20.59226","55.72615","",
"因非传染性疾病过早死亡的概率","","2019","老挝人民民主共和国","西太平洋区域","总计","","26.82164","17.00889","38.50536","",
"因非传染性疾病过早死亡的概率","","2019","老挝人民民主共和国","西太平洋区域","男性","","30.8543","19.72034","43.5996","",
"因非传染性疾病过早死亡的概率","","2019","老挝人民民主共和国","西太平洋区域","女性","","22.74073","14.33031","33.19491","",
"因非传染性疾病过早死亡的概率","","2019","黎巴嫩","东地中海区域","总计","","19.86696","13.24533","27.1644","",
"因非传染性疾病过早死亡的概率","","2019","黎巴嫩","东地中海区域","男性","","24.17781","16.73427","32.21965","",
"因非传染性疾病过早死亡的概率","","2019","黎巴嫩","东地中海区域","女性","","15.2084","9.51464","21.61147","",
"因非传染性疾病过早死亡的概率","","2019","立陶宛","欧洲区域","总计","","19.31542","14.28714","25.02288","",
"因非传染性疾病过早死亡的概率","","2019","立陶宛","欧洲区域","男性","","28.42679","21.46752","35.91045","",
"因非传染性疾病过早死亡的概率","","2019","立陶宛","欧洲区域","女性","","11.73376","8.48998","15.6531","",
"因非传染性疾病过早死亡的概率","","2019","利比里亚","非洲区域","总计","","17.75093","10.38004","27.49064","",
"因非传染性疾病过早死亡的概率","","2019","利比里亚","非洲区域","男性","","15.39543","8.74114","24.55956","",
"因非传染性疾病过早死亡的概率","","2019","利比里亚","非洲区域","女性","","19.80521","11.82182","30.02568","",
"因非传染性疾病过早死亡的概率","","2019","利比亚","东地中海区域","总计","","18.59222","11.93345","27.28323","",
"因非传染性疾病过早死亡的概率","","2019","利比亚","东地中海区域","男性","","19.69809","12.58537","29.31633","",
"因非传染性疾病过早死亡的概率","","2019","利比亚","东地中海区域","女性","","17.55534","11.3228","25.34033","",
"因非传染性疾病过早死亡的概率","","2019","卢森堡","欧洲区域","总计","","9.74565","7.34699","12.69676","",
"因非传染性疾病过早死亡的概率","","2019","卢森堡","欧洲区域","男性","","11.98067","9.14405","15.4856","",
"因非传染性疾病过早死亡的概率","","2019","卢森堡","欧洲区域","女性","","7.39965","5.47124","9.74806","",
"因非传染性疾病过早死亡的概率","","2019","卢旺达","非洲区域","总计","","20.22767","11.47808","31.78751","",
"因非传染性疾病过早死亡的概率","","2019","卢旺达","非洲区域","男性","","21.96108","12.50605","34.48077","",
"因非传染性疾病过早死亡的概率","","2019","卢旺达","非洲区域","女性","","18.72632","10.60627","29.3946","",
"因非传染性疾病过早死亡的概率","","2019","罗马尼亚","欧洲区域","总计","","20.95173","15.69464","26.81998","",
"因非传染性疾病过早死亡的概率","","2019","罗马尼亚","欧洲区域","男性","","28.62012","21.7708","36.00465","",
"因非传染性疾病过早死亡的概率","","2019","罗马尼亚","欧洲区域","女性","","13.64764","10.06036","17.79963","",
"因非传染性疾病过早死亡的概率","","2019","马达加斯加","非洲区域","总计","","25.98656","15.49704","38.98544","",
"因非传染性疾病过早死亡的概率","","2019","马达加斯加","非洲区域","男性","","26.43436","15.57376","40.18017","",
"因非传染性疾病过早死亡的概率","","2019","马达加斯加","非洲区域","女性","","25.61138","15.4513","37.92038","",
"因非传染性疾病过早死亡的概率","","2019","马尔代夫","东南亚区域","总计","","11.57016","7.77967","16.39049","",
"因非传染性疾病过早死亡的概率","","2019","马尔代夫","东南亚区域","男性","","13.57785","9.2304","19.10206","",
"因非传染性疾病过早死亡的概率","","2019","马尔代夫","东南亚区域","女性","","9.26915","6.13378","13.23745","",
"因非传染性疾病过早死亡的概率","","2019","马耳他","欧洲区域","总计","","10.52524","7.95465","13.62127","",
"因非传染性疾病过早死亡的概率","","2019","马耳他","欧洲区域","男性","","12.85151","9.94056","16.36359","",
"因非传染性疾病过早死亡的概率","","2019","马耳他","欧洲区域","女性","","8.17539","5.95709","10.8356","",
"因非传染性疾病过早死亡的概率","","2019","马拉维","非洲区域","总计","","22.55138","13.82686","33.47023","",
"因非传染性疾病过早死亡的概率","","2019","马拉维","非洲区域","男性","","25.53324","16.02846","37.27681","",
"因非传染性疾病过早死亡的概率","","2019","马拉维","非洲区域","女性","","20.02703","11.99136","30.19062","",
"因非传染性疾病过早死亡的概率","","2019","马来西亚","西太平洋区域","总计","","18.44623","12.59912","25.61098","",
"因非传染性疾病过早死亡的概率","","2019","马来西亚","西太平洋区域","男性","","21.7955","15.18148","29.8484","",
"因非传染性疾病过早死亡的概率","","2019","马来西亚","西太平洋区域","女性","","14.88907","9.89168","21.03068","",
"因非传染性疾病过早死亡的概率","","2019","马里","非洲区域","总计","","22.33635","13.28309","33.48873","",
"因非传染性疾病过早死亡的概率","","2019","马里","非洲区域","男性","","19.97751","11.44244","30.9023","",
"因非传染性疾病过早死亡的概率","","2019","马里","非洲区域","女性","","24.31758","14.83872","35.64996","",
"因非传染性疾病过早死亡的概率","","2019","毛里求斯","非洲区域","总计","","23.19164","17.10679","30.22685","",
"因非传染性疾病过早死亡的概率","","2019","毛里求斯","非洲区域","男性","","28.32093","21.12032","36.31466","",
"因非传染性疾病过早死亡的概率","","2019","毛里求斯","非洲区域","女性","","18.10147","13.19919","24.05413","",
"因非传染性疾病过早死亡的概率","","2019","毛里塔尼亚","非洲区域","总计","","16.10187","9.29582","24.75314","",
"因非传染性疾病过早死亡的概率","","2019","毛里塔尼亚","非洲区域","男性","","13.9178","7.81456","22.07225","",
"因非传染性疾病过早死亡的概率","","2019","毛里塔尼亚","非洲区域","女性","","18.01394","10.6105","27.06698","",
"因非传染性疾病过早死亡的概率","","2019","美利坚合众国","美洲区域","总计","","13.55883","12.14766","14.90732","",
